1	22
2	12
3	7
4	9
5	8
6	7
7	7
8	6
9	6
10	8
11	7
12	11
13	6
14	8
15	3
16	9
17	9
18	7
19	10
20	7
21	8
22	7
23	8
24	6
25	4
26	5
27	4
28	6
29	5
30	4
31	7
32	9
33	7
34	6
35	3
36	8
37	10
38	3
39	4
40	8
41	6
42	3
43	4
44	5
45	4
46	7
47	4
48	4
49	5
50	6
51	4
52	3
53	9
54	5
55	5
56	4
57	3
58	4
59	3
60	1
61	6
62	4
63	2
64	4
65	3
66	2
67	4
68	5
69	2
70	6
71	4
72	7
73	5
74	7
75	7
76	3
77	2
78	7
79	4
80	6
81	10
82	5
83	5
84	2
85	3
86	1
87	4
88	9
89	6
90	2
91	4
92	4
93	5
94	3
95	4
96	5
97	3
98	3
99	5
100	2
101	2
102	4
103	2
104	3
105	4
106	3
107	6
109	2
110	4
111	1
112	4
113	3
114	2
115	5
116	4
117	5
118	5
119	5
120	4
121	7
122	3
123	2
124	2
125	1
126	4
127	1
128	6
129	4
130	4
131	1
132	1
133	2
134	4
135	4
136	2
137	2
138	4
139	3
141	4
142	4
143	2
144	2
145	3
146	5
147	5
148	4
149	2
150	4
151	1
153	3
154	2
155	3
156	6
157	3
158	4
159	1
160	3
161	4
162	4
163	3
164	2
165	1
167	3
168	4
169	4
170	4
171	2
172	3
173	2
175	5
176	4
177	1
178	4
179	1
180	2
181	1
182	2
183	2
184	1
185	1
186	6
187	4
188	2
190	2
191	3
192	1
193	1
194	4
195	1
196	2
197	1
198	1
199	2
200	2
201	1
205	1
206	1
207	1
208	1
209	2
210	1
211	2
215	1
218	2
219	1
220	1
221	1
222	1
223	2
224	1
225	2
226	1
227	2
228	2
229	3
230	2
231	2
232	1
233	2
234	3
236	1
237	1
239	2
240	2
241	3
242	1
244	2
246	2
247	1
249	2
250	1
251	1
252	1
255	2
257	1
258	2
260	2
261	1
262	1
266	1
267	1
269	1
270	1
272	1
273	1
275	4
279	2
281	2
282	1
284	1
285	1
286	1
289	1
291	1
296	1
300	1
302	1
303	3
306	1
307	1
309	1
310	1
312	3
314	1
315	1
316	2
318	1
322	2
324	2
326	1
333	1
334	2
336	2
343	1
345	1
349	2
351	2
354	1
357	2
361	1
363	1
369	3
370	1
371	1
375	1
377	1
385	1
386	1
387	1
399	1
403	1
404	1
406	2
413	1
420	2
424	1
428	1
435	3
439	1
451	1
460	1
463	1
484	1
494	1
500	1
510	1
512	8
